source_path,folder_name,true_label,true_label_name,pred_label,pred_label_name,pred_argmax,pred_thr,prob_normal,prob_abnormal,logit_normal,logit_abnormal,threshold,margin_to_thr,model_name
normal_ecg_images\Normal(1).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9461231827735901,0.053876787424087524,1.6231886148452759,-1.242484450340271,0.05,0.0038767874240875216,Original_DSR_Attn_Proto
normal_ecg_images\Normal(10).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9523338675498962,0.04766612499952316,1.704885721206665,-1.2898091077804565,0.05,0.00233387500047684,Original_DSR_Attn_Proto
normal_ecg_images\Normal(100).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9604566097259521,0.03954341635107994,1.8233972787857056,-1.3666123151779175,0.05,0.010456583648920062,Original_DSR_Attn_Proto
normal_ecg_images\Normal(101).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9433233737945557,0.05667664483189583,1.5838954448699951,-1.228151559829712,0.05,0.0066766448318958255,Original_DSR_Attn_Proto
normal_ecg_images\Normal(102).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.8767099380493164,0.12329001724720001,1.090916633605957,-0.8707202076911926,0.05,0.07329001724720001,Original_DSR_Attn_Proto
normal_ecg_images\Normal(103).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9517970681190491,0.048202935606241226,1.7018169164657593,-1.281114935874939,0.05,0.0017970643937587766,Original_DSR_Attn_Proto
normal_ecg_images\Normal(104).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9355837106704712,0.06441636383533478,1.5107163190841675,-1.1650866270065308,0.05,0.014416363835334775,Original_DSR_Attn_Proto
normal_ecg_images\Normal(105).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9579179286956787,0.0420820377767086,1.793007254600525,-1.3321337699890137,0.05,0.0079179622232914,Original_DSR_Attn_Proto
normal_ecg_images\Normal(106).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.8283929228782654,0.1716071218252182,0.8828495740890503,-0.6914303302764893,0.05,0.1216071218252182,Original_DSR_Attn_Proto
normal_ecg_images\Normal(107).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9524543285369873,0.04754571616649628,1.715630054473877,-1.2817203998565674,0.05,0.002454283833503726,Original_DSR_Attn_Proto
normal_ecg_images\Normal(108).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.922912061214447,0.0770878791809082,1.3974446058273315,-1.0851433277130127,0.05,0.0270878791809082,Original_DSR_Attn_Proto
normal_ecg_images\Normal(109).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9508479833602905,0.04915204644203186,1.6884055137634277,-1.274030327796936,0.05,0.0008479535579681424,Original_DSR_Attn_Proto
normal_ecg_images\Normal(11).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9462868571281433,0.053713127970695496,1.6313199996948242,-1.2375684976577759,0.05,0.003713127970695493,Original_DSR_Attn_Proto
normal_ecg_images\Normal(110).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9477686285972595,0.052231401205062866,1.6504064798355103,-1.2480201721191406,0.05,0.0022314012050628634,Original_DSR_Attn_Proto
normal_ecg_images\Normal(111).jpg,normal_ecg_images,0,Normal,1,Abnormal,1,1,0.089149110019207,0.9108508825302124,-1.1131702661514282,1.210898518562317,0.05,0.8608508825302124,Original_DSR_Attn_Proto
normal_ecg_images\Normal(112).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9598397612571716,0.04016026854515076,1.820902943611145,-1.352985143661499,0.05,0.009839731454849246,Original_DSR_Attn_Proto
normal_ecg_images\Normal(113).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9352633357048035,0.06473670154809952,1.515224814414978,-1.1552751064300537,0.05,0.014736701548099515,Original_DSR_Attn_Proto
normal_ecg_images\Normal(114).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9319431185722351,0.06805693358182907,1.480300784111023,-1.1366262435913086,0.05,0.01805693358182907,Original_DSR_Attn_Proto
normal_ecg_images\Normal(115).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9326006770133972,0.0673992857336998,1.4818792343139648,-1.1454633474349976,0.05,0.017399285733699796,Original_DSR_Attn_Proto
normal_ecg_images\Normal(116).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9418118596076965,0.058188170194625854,1.579979658126831,-1.2041436433792114,0.05,0.008188170194625852,Original_DSR_Attn_Proto
normal_ecg_images\Normal(117).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.7382001876831055,0.26179981231689453,0.556789755821228,-0.47984519600868225,0.05,0.21179981231689454,Original_DSR_Attn_Proto
normal_ecg_images\Normal(118).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9148436784744263,0.08515633642673492,1.3294926881790161,-1.0447717905044556,0.05,0.03515633642673492,Original_DSR_Attn_Proto
normal_ecg_images\Normal(119).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9499655365943909,0.05003443732857704,1.6811209917068481,-1.2625932693481445,0.05,3.443732857703885e-05,Original_DSR_Attn_Proto
normal_ecg_images\Normal(12).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9591032862663269,0.040896736085414886,1.8035513162612915,-1.351397156715393,0.05,0.009103263914585116,Original_DSR_Attn_Proto
normal_ecg_images\Normal(120).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9194436073303223,0.08055640757083893,1.3754416704177856,-1.0593695640563965,0.05,0.030556407570838925,Original_DSR_Attn_Proto
normal_ecg_images\Normal(121).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9465695023536682,0.053430456668138504,1.6385326385498047,-1.2359310388565063,0.05,0.0034304566681385013,Original_DSR_Attn_Proto
normal_ecg_images\Normal(122).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9156820178031921,0.08431791514158249,1.3380777835845947,-1.0469970703125,0.05,0.034317915141582486,Original_DSR_Attn_Proto
normal_ecg_images\Normal(123).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.8600500226020813,0.13995002210140228,1.0232657194137573,-0.7924394607543945,0.05,0.08995002210140228,Original_DSR_Attn_Proto
normal_ecg_images\Normal(124).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.936417818069458,0.0635821521282196,1.516685128211975,-1.1730438470840454,0.05,0.013582152128219602,Original_DSR_Attn_Proto
normal_ecg_images\Normal(125).jpg,normal_ecg_images,0,Normal,0,Normal,0,0,0.9521216750144958,0.04787832871079445,1.7039355039596558,-1.2860944271087646,0.05,0.002121671289205554,Original_DSR_Attn_Proto
normal_ecg_images\Normal(126).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9490578174591064,0.050942156463861465,1.668136715888977,-1.25664222240448,0.05,0.0009421564638614627,Original_DSR_Attn_Proto
normal_ecg_images\Normal(127).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9432293176651001,0.05677065625786781,1.5890111923217773,-1.2212786674499512,0.05,0.00677065625786781,Original_DSR_Attn_Proto
normal_ecg_images\Normal(129).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.8524280190467834,0.14757192134857178,0.9732462167739868,-0.7805270552635193,0.05,0.09757192134857177,Original_DSR_Attn_Proto
normal_ecg_images\Normal(13).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9411942362785339,0.058805763721466064,1.5671799182891846,-1.205729603767395,0.05,0.008805763721466062,Original_DSR_Attn_Proto
normal_ecg_images\Normal(130).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9454577565193176,0.05454225093126297,1.6198011636734009,-1.232892394065857,0.05,0.004542250931262967,Original_DSR_Attn_Proto
normal_ecg_images\Normal(131).jpg,normal_ecg_images,0,Normal,0,Normal,0,1,0.9458988904953003,0.05410106107592583,1.6228702068328857,-1.238411784172058,0.05,0.004101061075925824,Original_DSR_Attn_Proto
